Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
fiberstone-cube-noir,Cube Fiberstone Noir,"<div style=""text-align: center;"">
<meta charset=""utf-8"">
<h4><span>Comment choisir la bonne taille de pot ?</span></h4>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Choisir_la_bonne_taille_de_poiot_6072726f-dfdb-425a-96f5-7e55aa461009_large.png?12913818830572859085"" alt="""">
<h4><span>La livraison est gratuite</span></h4>
<p>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>
<h4><span>Fiberstone</span></h4>
<p>Le Fiberstone est obtenu à partir d' un mélange spécifique de fibre de verre et de poudre minérale qui lui donne sa résistance ( U.V, gel), sa légèreté ainsi que son aspect lisse et naturel. Les pots en Fiberstone sont moulés puis finis à la main.</p>
</div>",ParisPousse,Pot,pot,true,Taille,S - 30 x 30 x 30 cm,,,,,"",0,,-4,continue,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-noir_a88e4e83-98bb-4fc4-a5ab-a293f1aeb15c.jpeg?v=1456433926,Pot Fiberstone Cube,false,Livraison à domicile d'un pot Cube Fiberstone noir,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-noir_a88e4e83-98bb-4fc4-a5ab-a293f1aeb15c.jpeg?v=1456433926,kg,
fiberstone-cube-noir,,,,,,,,M - 40 x 40 x 40 cm,,,,,"",0,,0,continue,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune--cube-noir.jpeg?v=1456433926,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-noir_a88e4e83-98bb-4fc4-a5ab-a293f1aeb15c.jpeg?v=1456433926,kg,
fiberstone-cube-noir,,,,,,,,L - 50 x 50 x 50 cm,,,,,"",0,,1,continue,manual,139.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--cube-noir.jpeg?v=1456433926,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-noir_a88e4e83-98bb-4fc4-a5ab-a293f1aeb15c.jpeg?v=1456433926,kg,
fiberstone-cube-gris,Cube Fiberstone Gris,"<div style=""text-align: center;"">
<meta charset=""utf-8"">
<h4><span>Comment choisir la bonne taille de pot ?</span></h4>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Choisir_la_bonne_taille_de_poiot_6072726f-dfdb-425a-96f5-7e55aa461009_large.png?12913818830572859085"" alt="""">
<h4><span>La livraison est gratuite</span></h4>
<p>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>
<h4><span>Fiberstone</span></h4>
<p>Le Fiberstone est obtenu à partir d' un mélange spécifique de fibre de verre et de poudre minérale qui lui donne sa résistance ( U.V, gel), sa légèreté ainsi que son aspect lisse et naturel. Les pots en Fiberstone sont moulés puis finis à la main.</p>
</div>",ParisPousse,Pot,pot,true,Taille,S - 30 x 30 x 30 cm,,,,,"",0,,-9,continue,manual,69.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-gris_694767f5-d54d-4576-ae57-33381be00d29.jpeg?v=1456433920,Pot Fiberstone Cube,false,Livraison à domicile d'un pot Cube Fiberstone gris,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-gris_694767f5-d54d-4576-ae57-33381be00d29.jpeg?v=1456433920,kg,
fiberstone-cube-gris,,,,,,,,M - 40 x 40 x 40 cm,,,,,"",0,,1,continue,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/fleur-de-lune--cube.jpeg?v=1456433920,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-gris_694767f5-d54d-4576-ae57-33381be00d29.jpeg?v=1456433920,kg,
fiberstone-cube-gris,,,,,,,,L - 50 x 50 x 50 cm,,,,,"",0,,1,continue,manual,139.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/kentia--cube.jpeg?v=1456433920,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cube-gris_694767f5-d54d-4576-ae57-33381be00d29.jpeg?v=1456433920,kg,
fiberstone-cube-gris,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--cube-gris.jpeg?v=1456433920,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,,,
fiberstone-cube-gris,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/catus--cube_2e8d891e-a96d-4876-a31c-792d181bf08b.jpeg?v=1456433920,Pot Fiberstone Cube,,,,,,,,,,,,,,,,,,,
riviera-rond-taupe,Rond Riviera Taupe,"<div style=""text-align: center;"">
<meta charset=""utf-8"">
<h4><span>Comment choisir la bonne taille de pot ?</span></h4>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Choisir_la_bonne_taille_de_poiot_6072726f-dfdb-425a-96f5-7e55aa461009_large.png?12913818830572859085"" alt="""">
<h4><span>La livraison est gratuite</span></h4>
<p>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>
<h4><span>Riviera - réserve d'eau</span></h4>
<p>Fabriqué en résine de synthèse de haute qualité, le bac “Riviera” ne craint ni soleil, ni gel. Il n’y a pas d’évaporation par les parois poreuses évitant ainsi de refroidir la terre, et de tuer les radicelles. L’hydrosystem RIVIERA permet l’hydratation des plantes par remontée capillaire de l’eau vers la terre. L’humidité reste constante et régulière conformément aux besoins de la plante. Entre l’eau et la plante, une grille toilée munie de grandes alvéoles, laisse passer l’air dont les racines ont besoin. La toile imputrescible maintient le terreau sans risque d’obstruction. Sa texture empêche les racines de traverser la grille et permet un meilleur rempotage. La nature spéciale des fibres de la toile assure la régulation de la vitesse de remontée de l’eau et sa diffusion uniforme dans le terreau (quelle que soit la composition de ce dernier).Un voyant situé sur le côté permet en un clin d’oeil de vérifier le niveau d’eau.Ce système évite tout risque d’inondation au moment du remplissage.En cas d’utilisation extérieure, il faut percer la colonne de trop plein située sous les bacs</p>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Riviera_large.png?2946902858807963042"" alt="""">
</div>",ParisPousse,Pot,pot,true,Taille,S - Ø 31 cm - Hauteur 28 cm,,,,,"",0,,1,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-taupe_f7a14031-bdc0-4ba5-81ed-c5817dbc7fdf.jpeg?v=1456433916,pot rond riviera,false,Livraison à domicile d'un pot à réserve d'eau Rond et taupe,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-taupe_f7a14031-bdc0-4ba5-81ed-c5817dbc7fdf.jpeg?v=1456433916,kg,
riviera-rond-taupe,,,,,,,,M - Ø 36 cm - Hauteur 34 cm,,,,,"",0,,1,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/riviera-taupe.jpeg?v=1456433916,pot rond riviera,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-taupe_f7a14031-bdc0-4ba5-81ed-c5817dbc7fdf.jpeg?v=1456433916,kg,
riviera-rond-taupe,,,,,,,,L - Ø 46 cm - Hauteur 45 cm,,,,,"",0,,1,continue,manual,129.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/Screenshot_2016-02-26-21-28-47.png?v=1457128156,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-taupe_f7a14031-bdc0-4ba5-81ed-c5817dbc7fdf.jpeg?v=1456433916,kg,
riviera-rond-rouge,Rond Riviera Rouge,"<div style=""text-align: center;"">
<meta charset=""utf-8"">
<h4><span>Comment choisir la bonne taille de pot ?</span></h4>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Choisir_la_bonne_taille_de_poiot_6072726f-dfdb-425a-96f5-7e55aa461009_large.png?12913818830572859085"" alt="""">
<h4><span>La livraison est gratuite</span></h4>
<p>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>
<h4><span>Riviera - réserve d'eau</span></h4>
<p>Fabriqué en résine de synthèse de haute qualité, le bac “Riviera” ne craint ni soleil, ni gel. Il n’y a pas d’évaporation par les parois poreuses évitant ainsi de refroidir la terre, et de tuer les radicelles. L’hydrosystem RIVIERA permet l’hydratation des plantes par remontée capillaire de l’eau vers la terre. L’humidité reste constante et régulière conformément aux besoins de la plante. Entre l’eau et la plante, une grille toilée munie de grandes alvéoles, laisse passer l’air dont les racines ont besoin. La toile imputrescible maintient le terreau sans risque d’obstruction. Sa texture empêche les racines de traverser la grille et permet un meilleur rempotage. La nature spéciale des fibres de la toile assure la régulation de la vitesse de remontée de l’eau et sa diffusion uniforme dans le terreau (quelle que soit la composition de ce dernier).Un voyant situé sur le côté permet en un clin d’oeil de vérifier le niveau d’eau.Ce système évite tout risque d’inondation au moment du remplissage.En cas d’utilisation extérieure, il faut percer la colonne de trop plein située sous les bacs</p>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Riviera_large.png?2946902858807963042"" alt="""">
</div>",ParisPousse,Pot,pot,true,Taille,S - Ø 31 cm - Hauteur 28 cm,,,,,"",0,,0,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-rouge_0a82faae-1e7b-4907-a3d0-635cee3d868e.jpeg?v=1456433910,pot rond riviera,false,Livraison à domicile d'un pot à réserve d'eau Rond rouge,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-rouge_0a82faae-1e7b-4907-a3d0-635cee3d868e.jpeg?v=1456433910,kg,
riviera-rond-rouge,,,,,,,,M - Ø 36 cm - Hauteur 34 cm,,,,,"",0,,1,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/riviera-rouge.jpeg?v=1456433910,pot rond riviera,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-rouge_0a82faae-1e7b-4907-a3d0-635cee3d868e.jpeg?v=1456433910,kg,
riviera-rond-rouge,,,,,,,,L - Ø 46 cm - Hauteur 45 cm,,,,,"",0,,1,continue,manual,129.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/eucalyptus--rond-rouge.jpeg?v=1456433910,pot rond riviera,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-rouge_0a82faae-1e7b-4907-a3d0-635cee3d868e.jpeg?v=1456433910,kg,
riviera-rond-rouge,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/pied-d_elephant-ou-tahiti-bob--rond.jpeg?v=1456433910,pot rond riviera,,,,,,,,,,,,,,,,,,,
riviera-rond-gris,Rond Riviera Noir,"<div style=""text-align: center;"">
<meta charset=""utf-8"">
<h4><span>Comment choisir la bonne taille de pot ?</span></h4>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Choisir_la_bonne_taille_de_poiot_6072726f-dfdb-425a-96f5-7e55aa461009_large.png?12913818830572859085"" alt="""">
<h4><span>La livraison est gratuite</span></h4>
<p>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>
<h4><span>Riviera - réserve d'eau</span></h4>
<p>Fabriqué en résine de synthèse de haute qualité, le bac “Riviera” ne craint ni soleil, ni gel. Il n’y a pas d’évaporation par les parois poreuses évitant ainsi de refroidir la terre, et de tuer les radicelles. L’hydrosystem RIVIERA permet l’hydratation des plantes par remontée capillaire de l’eau vers la terre. L’humidité reste constante et régulière conformément aux besoins de la plante. Entre l’eau et la plante, une grille toilée munie de grandes alvéoles, laisse passer l’air dont les racines ont besoin. La toile imputrescible maintient le terreau sans risque d’obstruction. Sa texture empêche les racines de traverser la grille et permet un meilleur rempotage. La nature spéciale des fibres de la toile assure la régulation de la vitesse de remontée de l’eau et sa diffusion uniforme dans le terreau (quelle que soit la composition de ce dernier).Un voyant situé sur le côté permet en un clin d’oeil de vérifier le niveau d’eau.Ce système évite tout risque d’inondation au moment du remplissage.En cas d’utilisation extérieure, il faut percer la colonne de trop plein située sous les bacs</p>
<img src=""//cdn.shopify.com/s/files/1/1063/7402/files/Riviera_large.png?2946902858807963042"" alt="""">
</div>",ParisPousse,Pot,pot,true,Taille,S - Ø 31 cm - Hauteur 28 cm,,,,,"",0,,0,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-gris_ed2d35ea-509a-4bd5-846d-33bd12f7d5f2.jpeg?v=1456433901,pot rond riviera,false,Livraison à domicile d'un pot à réserve d'eau Rond Noir,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-gris_ed2d35ea-509a-4bd5-846d-33bd12f7d5f2.jpeg?v=1456433901,kg,
riviera-rond-gris,,,,,,,,M - Ø 36 cm - Hauteur 34 cm,,,,,"",0,,-2,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/riviera-noir.jpeg?v=1456433901,pot rond riviera,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-gris_ed2d35ea-509a-4bd5-846d-33bd12f7d5f2.jpeg?v=1456433901,kg,
riviera-rond-gris,,,,,,,,L - Ø 46 cm - Hauteur 45 cm,,,,,"",0,,1,continue,manual,129.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/aloe-vera--rond.jpeg?v=1456433901,pot rond riviera,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/rond-gris_ed2d35ea-509a-4bd5-846d-33bd12f7d5f2.jpeg?v=1456433901,kg,
riviera-rond-gris,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/cycas--rond.jpeg?v=1456433901,pot rond riviera,,,,,,,,,,,,,,,,,,,
riviera-rond-gris,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--rond-gris.jpeg?v=1456433901,pot rond riviera,,,,,,,,,,,,,,,,,,,
riviera-rond-gris,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/sanseveria--rond-gris2.jpeg?v=1456433901,pot rond riviera,,,,,,,,,,,,,,,,,,,
phormium,Phormium,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Plante très graphique, le Phormium, fier de ses feuilles linéaires, apporte une touche de verticalité à votre balcon ou terrasse. Il est bien connu pour son feuillage aux couleurs éclatantes. Le phormium forme des touffes de grandes feuilles linéaires, carénées, repliées en V à la base.</p>
<p><strong>Nom Latin :</strong><em> Phormium tenax</em></p>
<p><strong>Taille adulte :</strong> 3 m</p>
<p><strong>Exposition :</strong> Soleil et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,exterieur,true,Taille,S - 60 cm,,,,,"",,,1,continue,manual,39.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/phormium_95706e33-e962-4913-87c4-e42c7fe53896.jpeg?v=1455991244,Phormium,false,Livraison à domicile d'un Phormium,"Commandez en ligne et recevez votre plante directement dans votre salon, terrasse ou bureau (pro) - Livraison uniquement dans le 92, le 94 ou Paris.",,,,,,,,,,,,,,,kg,
phormium,,,,,,,,M - 80 cm,,,,,"",,,1,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/phormium--cylindre-haut_76f13126-b2c1-4895-b670-f31518b0d175.jpeg?v=1455991244,,,,,,,,,,,,,,,,,,,kg,
phormium,,,,,,,,L - 110 cm,,,,,"",,,1,continue,manual,99.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/phormium--ravel_f7c5f288-d1cd-494f-9ba9-279a1b664828.jpeg?v=1455991244,,,,,,,,,,,,,,,,,,,kg,
phormium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/phormium--vase-vecchio_0dd4a0a7-7c1d-4991-bb51-17ffb97568b5.jpeg?v=1455991244,,,,,,,,,,,,,,,,,,,,
buis-boule,Buis boule,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Le buis boule donne immédiatement du cachet ainsi qu'un côté typiquement français à votre extérieur. C'est une plante très structurante.</p>
<p><strong>Nom Latin :</strong><em> Buxus sempervirens</em></p>
<p><strong>Taille adulte :</strong> 0,5 m<em></em></p>
<p><strong>Exposition :</strong> Soleil et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<meta charset=""utf-8"">
<p><span><strong>Rempotage:</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, fiberstone-carre-conique-haut-noir, fibertsone-lotus, riviera-carre-conique-gris",true,Taille,S - Ø de la boule 25 cm,,,,,"",,,-1,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/buis-boule_399bbcb3-af65-4115-a0f7-4adcaba342d5.jpeg?v=1455991279,Buis boule,false,Livraison à domicile d'un Buis boule,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
buis-boule,,,,,,,,M - Ø de la boule 35 cm,,,,,"",,,-6,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/buis-boule--carre-conique-haut-fiberstone_f52d0dbe-cd20-468e-b69a-6a71c1158c9d.jpeg?v=1455991279,,,,,,,,,,,,,,,,,,,kg,
buis-boule,,,,,,,,L - Ø de la boule 40 cm,,,,,"",,,1,continue,manual,99.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/buis-boule--carre-conique_682ff802-a487-4f71-b11b-44aab0ea6516.jpeg?v=1455991279,,,,,,,,,,,,,,,,,,,kg,
yucca,Yucca,"<meta charset=""utf-8"">
<p style=""text-align: center;"">Il crée immédiatement une ambiance exotique sur votre balcon terrasse ou même intérieur. Le Yucca est doté d'une tige robuste et de grandes touffes de feuilles lancéolées, d'où émerge une hampe florale spectaculaire.</p>
<p><strong>Nom Latin :</strong><em> Yucca gloriosa</em></p>
<p><strong>Taille adulte</strong><em><strong> :</strong> </em>2 m<em><br></em></p>
<p><strong>Exposition :</strong> Soleil</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, ravel, terre-cylindre-haut, terre-vase-vecchio",true,Taille,S - 70 cm - Ø pot 21 cm,,,,,"",,,1,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/yucca_fc6428b5-06b8-400c-a2bc-4cc733aee717.jpeg?v=1455991261,Yucca,false,Livraison à domicile d'un Yucca,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
yucca,,,,,,,,M - 120 cm - Ø pot  27 cm,,,,,"",,,1,continue,manual,79.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/yucca--cylindre-haut_20f16bd0-bb65-45ec-a5fc-ef12f4d7eab2.jpeg?v=1455991261,,,,,,,,,,,,,,,,,,,kg,
yucca,,,,,,,,L - 180 cm - Ø pot  34 cm,,,,,"",,,1,continue,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/yucca--ravel_0661c087-484a-4751-951a-ab64c56ed6be.jpeg?v=1455991261,,,,,,,,,,,,,,,,,,,kg,
yucca,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1063/7402/products/yucca--vase-vecchio_21bbade7-c302-42c1-b323-5a05a2219444.jpeg?v=1455991261,,,,,,,,,,,,,,,,,,,,
eucalyptus,Eucalyptus,"<meta charset=""utf-8"">
<p style=""text-align: center;"">La particularité de l'eucalyptus est son feuillage glauque à reflets bleutés, de forme très arrondie. Son écorce se révèle intéressante, elle est lisse avec des taches blanches et s’exfolie en fin d’été.</p>
<p><strong>Nom Latin :</strong><em> Eucalyptus gunii</em></p>
<p><strong>Taille adulte :</strong> 4 m<em></em></p>
<p><strong>Exposition :</strong> Soleil et mi-ombre</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage:</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, riviera-rond-rouge, terre-cylindre-haut",true,Taille,S - 140 cm,,,,,"",,,1,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/eucalyptus_715ea010-486d-405f-848c-582353dd742a.jpeg?v=1455991226,Eucalyptus,false,Livraison à domicile d'un Eucalyptus,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
eucalyptus,,,,,,,,M - 175 cm,,,,,"",,,-1,continue,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/eucalyptus--rond-rouge_4ad265dc-c0f9-47f4-98c2-f0434d372e76.jpeg?v=1455991225,,,,,,,,,,,,,,,,,,,kg,
eucalyptus,,,,,,,,L - 225 cm,,,,,"",,,1,continue,manual,159.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/eucalyptus_fdf3edc7-a35b-47ea-b03b-f25c1284aea7.jpeg?v=1455991226,,,,,,,,,,,,,,,,,,,kg,
palmier-a-chanvre,Palmier à chanvre,"<meta charset=""utf-8"">
<p style=""text-align: center;"">C'est le palmier qui résiste le mieux au froid et donc à notre climat parisien. Il est doté d'un beau stipe solitaire et une couronne bien fournie de grandes feuilles palmées.</p>
<p><strong>Nom Latin :</strong><em> Trachycarpus fortunei</em></p>
<p><strong>Taille adulte :</strong> 3 m<em></em></p>
<p><strong>Exposition :</strong> Soleil</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage: </strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, ravel, riviera-rond-taupe, terre-cylindre-haut",true,Taille,S - 70 cm - Ø pot 20 cm,,,,,"",,,1,continue,manual,49.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-a-chanvre_cd5f9c2b-44c3-485d-ad42-ddb05e0f1038.jpeg?v=1457182785,Palmier à chanvre,false,Livraison à domicile d'un Palmier à chanvre,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
palmier-a-chanvre,,,,,,,,M - 80 cm - Ø pot 26 cm,,,,,"",,,1,continue,manual,89.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-a-chanvre--cylindre-haut_c775c6c6-afb9-4bd5-b65c-911f0da302c7.jpeg?v=1457182785,,,,,,,,,,,,,,,,,,,kg,
palmier-a-chanvre,,,,,,,,L - 160 cm - Ø pot 42 cm,,,,,"",,,1,continue,manual,169.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-a-chanvre--ravel2_1d1871d6-cecf-46de-b2da-2afa3fbcf1b6.jpeg?v=1457182785,,,,,,,,,,,,,,,,,,,kg,
palmier-nain,Palmier nain,"<meta charset=""utf-8"">
<p style=""text-align: center;"">C'est un palmier de petite taille, idéal pour les espaces réduits : petites terrasses, balcons. Le Chamaerops est une plante cespiteuse ; plusieurs tiges sont générées par le même pied.</p>
<p><strong>Nom Latin :</strong><em> Chamaerops humilis</em></p>
<p><strong>Taille adulte : </strong>2 m<strong><br></strong></p>
<p><strong>Exposition :</strong> Soleil</p>
<p><strong>Arrosage : </strong> Attendre que la terre soit sèche en surface entre deux arrosages</p>
<p><span><strong>Rempotage :</strong> Pour tout achat de plante et de pot, le </span><a href=""https://www.parispousse.fr/pages/rempotage"" target=""_blank"" title=""Rempotage"">rempotage </a>est offert </p>
<p><strong></strong><strong>La livraison est gratuite : </strong>Nous vous contacterons par mail 4 jours avant la livraison afin de vous préciser l'heure de passage.</p>",ParisPousse,Plante d'extérieur,"exterieur, fiberstone-cube-gris, fiberstone-cylindre-noir, ravel",true,Taille,S - 80 cm - Ø pot 22 cm,,,,,"",,,-1,continue,manual,59.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain_443bb45b-2d62-499d-9ef9-a59118eee017.jpeg?v=1455991185,Palmier nain,false,Livraison à domicile d'un palmier nain. Chamaerops humilis,"Plantes et pots design originaux et de qualité à des prix accessibles, directement chez vous.",,,,,,,,,,,,,,,kg,
palmier-nain,,,,,,,,M - 120 cm - Ø pot 30 cm,,,,,"",,,1,continue,manual,99.00,,true,true,,https://cdn.shopify.com/s/files/1/1063/7402/products/palmier-nain--cube-gris_9afdbf71-a00a-4045-a2c7-8c29052fbde9.jpeg?v=1455991184,,,,,,,,,,,,,,,,,,,kg,
